0,0,1,1
0,0,2,1
0,0,3,1
0,0,4,1
0,0,5,1
0,0,6,1
0,0,7,1
0,0,8,1
0,0,9,1
0,0,10,1
0,0,11,1
0,0,12,1
0,0,13,1
0,0,14,1
0,0,15,1
0,0,16,1
0,1,0,1
0,1,1,1
0,1,2,1
0,1,16,1
0,1,17,1
0,1,18,1
1,0,2,1
1,0,3,1
1,0,4,1
1,0,5,1
1,0,6,1
1,0,7,1
1,0,8,1
1,0,9,1
1,0,10,1
1,0,11,1
1,0,12,1
1,0,13,1
1,0,14,1
1,0,15,1
1,1,0,1
1,1,1,1
1,1,2,1
1,1,15,1
1,1,16,1
1,1,17,1
1,1,18,1
2,0,2,1
2,0,3,1
2,0,4,1
2,0,5,1
2,0,6,1
2,0,7,1
2,0,8,1
2,0,9,1
2,0,10,1
2,0,11,1
2,0,12,1
2,0,13,1
2,0,14,1
2,0,15,1
2,1,0,1
2,1,1,1
2,1,2,1
2,1,3,1
2,1,15,1
2,1,16,1
2,1,17,1
2,1,18,1
3,0,3,1
3,0,4,1
3,0,5,1
3,0,6,1
3,0,7,1
3,0,8,1
3,0,9,1
3,0,10,1
3,0,11,1
3,0,12,1
3,0,13,1
3,0,14,1
3,0,15,1
3,1,0,1
3,1,1,1
3,1,2,1
3,1,3,1
3,1,14,1
3,1,15,1
3,1,16,1
3,1,17,1
3,1,18,1
4,0,4,1
4,0,5,1
4,0,6,1
4,0,7,1
4,0,8,1
4,0,9,1
4,0,10,1
4,0,11,1
4,0,12,1
4,0,13,1
4,0,14,1
4,1,0,1
4,1,1,1
4,1,2,1
4,1,3,1
4,1,4,1
4,1,14,1
4,1,15,1
4,1,16,1
4,1,17,1
4,1,18,1
4,2,0,1
4,2,17,1
4,2,18,1
5,0,4,1
5,0,5,1
5,0,6,1
5,0,7,1
5,0,8,1
5,0,9,1
5,0,10,1
5,0,11,1
5,0,12,1
5,0,13,1
5,1,0,1
5,1,1,1
5,1,2,1
5,1,3,1
5,1,4,1
5,1,13,1
5,1,14,1
5,1,15,1
5,1,16,1
5,1,17,1
5,2,0,1
5,2,17,1
5,2,18,1
6,0,5,1
6,0,6,1
6,0,7,1
6,0,8,1
6,0,9,1
6,0,10,1
6,0,11,1
6,0,12,1
6,0,13,1
6,1,1,1
6,1,2,1
6,1,3,1
6,1,4,1
6,1,5,1
6,1,12,1
6,1,13,1
6,1,14,1
6,1,15,1
6,1,16,1
6,1,17,1
6,2,0,1
6,2,1,1
6,2,17,1
6,2,18,1
7,0,6,1
7,0,7,1
7,0,8,1
7,0,9,1
7,0,10,1
7,0,11,1
7,0,12,1
7,1,1,1
7,1,2,1
7,1,3,1
7,1,4,1
7,1,5,1
7,1,6,1
7,1,12,1
7,1,13,1
7,1,14,1
7,1,15,1
7,1,16,1
7,1,17,1
7,2,0,1
7,2,1,1
7,2,17,1
7,2,18,1
8,0,6,1
8,0,7,1
8,0,8,1
8,0,9,1
8,0,10,1
8,0,11,1
8,1,2,1
8,1,3,1
8,1,4,1
8,1,5,1
8,1,6,1
8,1,7,1
8,1,11,1
8,1,12,1
8,1,13,1
8,1,14,1
8,1,15,1
8,1,16,1
8,2,0,1
8,2,1,1
8,2,2,1
8,2,16,1
8,2,17,1
8,2,18,1
9,0,8,1
9,0,9,1
9,0,10,1
9,1,2,1
9,1,3,1
9,1,4,1
9,1,5,1
9,1,6,1
9,1,7,1
9,1,8,1
9,1,9,1
9,1,10,1
9,1,11,1
9,1,12,1
9,1,13,1
9,1,14,1
9,1,15,1
9,1,16,1
9,2,0,1
9,2,1,1
9,2,2,1
9,2,16,1
9,2,17,1
9,2,18,1
10,1,2,1
10,1,3,1
10,1,4,1
10,1,5,1
10,1,6,1
10,1,7,1
10,1,8,1
10,1,9,1
10,1,10,1
10,1,11,1
10,1,12,1
10,1,13,1
10,1,14,1
10,1,15,1
10,1,16,1
10,2,0,1
10,2,1,1
10,2,2,1
10,2,16,1
10,2,17,1
10,2,18,1
11,1,3,1
11,1,4,1
11,1,5,1
11,1,6,1
11,1,7,1
11,1,8,1
11,1,9,1
11,1,10,1
11,1,11,1
11,1,12,1
11,1,13,1
11,1,14,1
11,1,15,1
11,2,0,1
11,2,1,1
11,2,2,1
11,2,3,1
11,2,15,1
11,2,16,1
11,2,17,1
11,2,18,1
11,3,0,1
12,1,3,1
12,1,4,1
12,1,5,1
12,1,6,1
12,1,7,1
12,1,8,1
12,1,9,1
12,1,10,1
12,1,11,1
12,1,12,1
12,1,13,1
12,1,14,1
12,1,15,1
12,2,0,1
12,2,1,1
12,2,2,1
12,2,3,1
12,2,15,1
12,2,16,1
12,2,17,1
12,2,18,1
12,3,0,1
13,1,4,1
13,1,5,1
13,1,6,1
13,1,7,1
13,1,8,1
13,1,9,1
13,1,10,1
13,1,11,1
13,1,12,1
13,1,13,1
13,1,14,1
13,2,0,1
13,2,1,1
13,2,2,1
13,2,3,1
13,2,4,1
13,2,14,1
13,2,15,1
13,2,16,1
13,2,17,1
13,2,18,1
13,3,0,1
13,3,18,1
14,1,4,1
14,1,5,1
14,1,6,1
14,1,7,1
14,1,8,1
14,1,9,1
14,1,10,1
14,1,11,1
14,1,12,1
14,1,13,1
14,1,14,1
14,2,1,1
14,2,2,1
14,2,3,1
14,2,4,1
14,2,14,1
14,2,15,1
14,2,16,1
14,2,17,1
14,3,0,1
14,3,1,1
14,3,17,1
14,3,18,1
15,1,5,1
15,1,6,1
15,1,7,1
15,1,8,1
15,1,9,1
15,1,10,1
15,1,11,1
15,1,12,1
15,1,13,1
15,2,1,1
15,2,2,1
15,2,3,1
15,2,4,1
15,2,5,1
15,2,13,1
15,2,14,1
15,2,15,1
15,2,16,1
15,2,17,1
15,3,0,1
15,3,1,1
15,3,17,1
15,3,18,1
16,1,5,1
16,1,6,1
16,1,7,1
16,1,8,1
16,1,9,1
16,1,10,1
16,1,11,1
16,1,12,1
16,1,13,1
16,2,1,1
16,2,2,1
16,2,3,1
16,2,4,1
16,2,5,1
16,2,13,1
16,2,14,1
16,2,15,1
16,2,16,1
16,2,17,1
16,3,0,1
16,3,1,1
16,3,17,1
16,3,18,1
17,1,6,1
17,1,7,1
17,1,8,1
17,1,9,1
17,1,10,1
17,1,11,1
17,1,12,1
17,2,2,1
17,2,3,1
17,2,4,1
17,2,5,1
17,2,6,1
17,2,12,1
17,2,13,1
17,2,14,1
17,2,15,1
17,2,16,1
17,3,0,1
17,3,1,1
17,3,2,1
17,3,17,1
17,3,18,1
18,1,7,1
18,1,8,1
18,1,10,1
18,1,11,1
18,2,2,1
18,2,3,1
18,2,4,1
18,2,5,1
18,2,6,1
18,2,12,1
18,2,13,1
18,2,14,1
18,2,15,1
18,3,0,1
18,3,1,1
18,3,2,1
18,3,16,1
18,3,17,1
