0,1,2,1
0,1,3,1
0,1,4,1
0,1,5,1
0,2,0,1
0,2,1,1
0,2,2,1
0,2,3,1
0,2,4,1
0,2,5,1
0,2,6,1
0,2,7,1
0,2,8,1
0,2,9,1
0,2,10,1
0,2,11,1
0,2,12,1
0,2,13,1
0,3,0,1
0,3,1,1
0,3,7,1
0,3,8,1
0,3,9,1
0,3,10,1
0,3,12,1
0,3,13,1
0,3,14,1
0,3,15,1
0,4,15,1
0,4,16,1
0,4,17,1
0,5,17,1
0,5,18,1
1,2,1,1
1,2,2,1
1,2,3,1
1,2,4,1
1,2,5,1
1,2,10,1
1,2,11,1
1,3,0,1
1,3,1,1
1,3,2,1
1,3,3,1
1,3,4,1
1,3,5,1
1,3,6,1
1,3,7,1
1,3,8,1
1,3,9,1
1,3,10,1
1,3,11,1
1,3,12,1
1,3,13,1
1,3,14,1
1,3,15,1
1,3,16,1
1,4,0,1
1,4,1,1
1,4,15,1
1,4,16,1
1,4,17,1
1,5,17,1
2,2,12,1
2,2,13,1
2,2,14,1
2,3,1,1
2,3,2,1
2,3,3,1
2,3,4,1
2,3,5,1
2,3,6,1
2,3,7,1
2,3,8,1
2,3,9,1
2,3,10,1
2,3,11,1
2,3,12,1
2,3,13,1
2,3,14,1
2,3,15,1
2,4,0,1
2,4,1,1
2,4,2,1
2,4,3,1
2,4,4,1
2,4,5,1
2,4,6,1
2,4,7,1
2,4,8,1
2,4,9,1
2,4,10,1
3,2,12,1
3,2,13,1
3,2,14,1
3,3,10,1
3,3,11,1
3,3,12,1
3,4,0,1
3,4,1,1
3,4,2,1
3,4,3,1
3,4,4,1
3,4,5,1
3,4,6,1
3,4,7,1
3,4,8,1
3,4,9,1
3,4,10,1
3,5,0,1
3,5,1,1
4,1,13,1
4,2,12,1
4,3,10,1
4,3,11,1
4,3,12,1
4,4,2,1
4,4,3,1
4,4,4,1
4,4,5,1
4,4,6,1
4,4,7,1
4,4,8,1
4,4,9,1
4,4,10,1
4,5,0,1
4,5,1,1
4,5,2,1
4,5,3,1
4,5,4,1
4,5,5,1
4,5,6,1
4,5,7,1
5,1,13,1
5,2,11,1
5,2,12,1
5,3,10,1
5,3,11,1
5,4,8,1
5,4,9,1
5,4,10,1
5,5,0,1
5,5,1,1
5,5,2,1
5,5,3,1
5,5,4,1
5,5,5,1
5,5,6,1
5,5,7,1
5,5,8,1
6,0,14,1
6,0,16,1
6,1,12,1
6,1,13,1
6,1,16,1
6,1,17,1
6,2,11,1
6,2,12,1
6,3,10,1
6,4,0,1
6,4,8,1
6,4,9,1
6,4,10,1
6,5,0,1
6,5,1,1
6,5,2,1
6,5,3,1
6,5,4,1
6,5,5,1
6,5,6,1
6,5,7,1
6,5,8,1
6,6,4,1
6,6,5,1
7,0,13,1
7,0,14,1
7,0,15,1
7,0,16,1
7,0,17,1
7,1,12,1
7,1,13,1
7,1,17,1
7,1,18,1
7,2,11,1
7,2,12,1
7,3,10,1
7,3,11,1
7,4,0,1
7,4,1,1
7,4,8,1
7,4,9,1
7,5,0,1
7,5,1,1
7,5,2,1
7,5,3,1
7,5,6,1
7,5,7,1
7,5,8,1
7,6,3,1
7,6,4,1
7,6,5,1
7,6,6,1
8,0,14,1
8,0,15,1
8,0,16,1
8,0,17,1
8,1,12,1
8,1,13,1
8,1,17,1
8,1,18,1
8,2,11,1
8,2,12,1
8,3,9,1
8,3,10,1
8,3,11,1
8,4,8,1
8,4,9,1
8,5,2,1
8,5,3,1
8,5,6,1
8,5,7,1
8,5,8,1
8,6,3,1
8,6,4,1
8,6,5,1
9,0,14,1
9,0,15,1
9,0,16,1
9,0,17,1
9,1,12,1
9,1,13,1
9,1,14,1
9,1,17,1
9,1,18,1
9,2,11,1
9,2,12,1
9,3,10,1
9,3,11,1
9,4,8,1
9,4,9,1
9,4,10,1
9,5,3,1
9,5,5,1
9,5,6,1
9,5,7,1
9,5,8,1
9,6,4,1
9,6,5,1
10,0,15,1
10,0,16,1
10,0,17,1
10,1,12,1
10,1,13,1
10,1,14,1
10,1,15,1
10,1,16,1
10,1,17,1
10,1,18,1
10,2,11,1
10,2,12,1
10,2,13,1
10,3,10,1
10,3,11,1
10,4,9,1
10,4,10,1
10,5,4,1
10,5,6,1
10,5,7,1
10,5,8,1
10,6,4,1
10,6,5,1
10,6,6,1
11,1,13,1
11,1,14,1
11,1,15,1
11,1,16,1
11,1,17,1
11,2,12,1
11,2,13,1
11,2,14,1
11,2,15,1
11,2,16,1
11,2,17,1
11,2,18,1
11,3,10,1
11,3,11,1
11,3,12,1
11,4,2,1
11,4,3,1
11,4,9,1
11,4,10,1
11,5,6,1
11,5,7,1
11,5,8,1
11,5,9,1
11,6,5,1
11,6,6,1
