0,0,2,1
0,1,1,1
0,1,2,1
0,2,1,1
0,2,2,1
0,3,1,1
0,3,2,1
0,4,1,1
0,4,2,1
0,5,1,1
0,5,2,1
0,6,1,1
0,7,1,1
0,8,1,1
0,9,1,1
0,10,1,1
0,11,1,1
0,12,1,1
0,12,2,1
0,13,2,1
0,14,2,1
0,14,3,1
0,15,3,1
0,16,3,1
0,16,4,1
0,17,3,1
0,17,4,1
0,18,4,1
0,19,4,1
0,19,5,1
0,20,5,1
1,0,3,1
1,1,2,1
1,1,3,1
1,2,2,1
1,2,3,1
1,3,2,1
1,3,3,1
1,4,2,1
1,4,3,1
1,5,2,1
1,6,1,1
1,6,2,1
1,7,1,1
1,7,2,1
1,8,1,1
1,8,2,1
1,9,1,1
1,9,2,1
1,10,1,1
1,10,2,1
1,11,1,1
1,11,2,1
1,12,1,1
1,12,2,1
1,13,2,1
1,14,2,1
1,14,3,1
1,15,3,1
1,16,3,1
1,17,3,1
1,17,4,1
1,18,4,1
1,19,4,1
1,19,5,1
1,20,5,1
2,0,3,1
2,0,4,1
2,1,3,1
2,1,4,1
2,2,3,1
2,2,4,1
2,3,3,1
2,3,4,1
2,4,2,1
2,4,3,1
2,4,4,1
2,5,2,1
2,5,3,1
2,6,2,1
2,6,3,1
2,7,2,1
2,7,3,1
2,8,2,1
2,9,2,1
2,10,2,1
2,11,2,1
2,12,2,1
2,13,2,1
2,14,2,1
2,15,2,1
2,15,3,1
2,16,3,1
2,17,3,1
2,18,3,1
2,18,4,1
2,19,4,1
2,20,4,1
2,20,5,1
3,0,4,1
3,0,5,1
3,1,4,1
3,1,5,1
3,2,4,1
3,2,5,1
3,3,4,1
3,3,5,1
3,4,3,1
3,4,4,1
3,5,3,1
3,5,4,1
3,6,3,1
3,6,4,1
3,7,3,1
3,8,2,1
3,8,3,1
3,9,2,1
3,9,3,1
3,10,2,1
3,11,2,1
3,12,2,1
3,13,2,1
3,14,2,1
3,15,2,1
3,15,3,1
3,16,3,1
3,17,3,1
3,18,3,1
3,18,4,1
3,19,4,1
3,20,4,1
4,0,5,1
4,0,6,1
4,1,5,1
4,1,6,1
4,2,5,1
4,2,6,1
4,3,5,1
4,4,4,1
4,4,5,1
4,5,4,1
4,5,5,1
4,6,4,1
4,7,3,1
4,7,4,1
4,8,3,1
4,8,4,1
4,9,3,1
4,10,2,1
4,10,3,1
4,11,2,1
4,11,3,1
4,12,2,1
4,13,2,1
4,14,2,1
4,15,2,1
4,16,2,1
4,16,3,1
4,17,3,1
4,18,3,1
4,19,3,1
4,19,4,1
4,20,4,1
5,0,6,1
5,0,7,1
5,1,6,1
5,1,7,1
5,2,6,1
5,3,5,1
5,3,6,1
5,4,5,1
5,4,6,1
5,5,5,1
5,6,4,1
5,6,5,1
5,7,4,1
5,8,3,1
5,8,4,1
5,9,3,1
5,9,4,1
5,10,3,1
5,11,2,1
5,11,3,1
5,12,2,1
5,12,3,1
5,13,2,1
5,14,2,1
5,15,2,1
5,16,2,1
5,17,3,1
5,18,3,1
5,19,3,1
5,19,4,1
5,20,4,1
6,0,7,1
6,1,7,1
6,2,6,1
6,2,7,1
6,3,6,1
6,4,6,1
6,5,5,1
6,5,6,1
6,6,5,1
6,7,4,1
6,7,5,1
6,8,4,1
6,9,4,1
6,10,3,1
6,10,4,1
6,11,3,1
6,12,2,1
6,12,3,1
6,13,2,1
6,14,2,1
