0,0,1,1
0,1,1,1
0,1,2,1
0,2,2,1
0,3,2,1
0,3,3,1
0,4,3,1
0,5,3,1
0,6,3,1
0,6,4,1
1,0,1,1
1,1,1,1
1,2,2,1
1,3,2,1
1,4,2,1
1,5,3,1
1,6,3,1
1,7,3,1
1,9,3,1
2,0,0,1
2,0,1,1
2,1,1,1
2,2,1,1
2,3,2,1
2,4,2,1
2,5,2,1
2,6,3,1
2,7,3,1
2,8,3,1
2,9,3,1
3,0,0,1
3,1,0,1
3,1,1,1
3,2,1,1
3,3,1,1
3,3,2,1
3,4,2,1
3,5,2,1
3,6,2,1
3,7,2,1
3,8,2,1
3,8,3,1
3,9,2,1
3,9,3,1
3,10,3,1
3,11,3,1
3,12,3,1
3,13,3,1
3,14,3,1
4,0,0,1
4,1,0,1
4,2,0,1
4,2,1,1
4,3,1,1
4,4,1,1
4,4,2,1
4,5,2,1
4,6,2,1
4,7,2,1
4,8,2,1
4,9,2,1
4,10,2,1
4,11,2,1
4,11,3,1
4,12,2,1
4,12,3,1
4,13,3,1
4,14,3,1
4,15,3,1
5,0,0,1
5,1,0,1
5,2,0,1
5,2,1,1
5,3,1,1
5,4,1,1
5,5,1,1
5,5,2,1
5,6,2,1
5,7,2,1
5,8,2,1
5,9,2,1
5,10,2,1
5,11,2,1
5,12,2,1
5,13,2,1
5,13,3,1
5,14,3,1
5,15,3,1
5,16,2,1
5,16,3,1
5,17,2,1
5,17,3,1
5,18,2,1
6,0,0,1
6,1,0,1
6,2,0,1
6,3,1,1
6,4,1,1
6,5,1,1
6,5,2,1
6,6,2,1
6,7,2,1
6,8,2,1
6,9,2,1
6,10,2,1
6,10,3,1
6,11,2,1
6,11,3,1
6,12,3,1
6,13,2,1
6,13,3,1
6,14,2,1
6,14,3,1
6,15,2,1
6,15,3,1
6,16,2,1
6,17,2,1
6,18,2,1
6,19,2,1
7,0,0,1
7,1,0,1
7,2,0,1
7,2,1,1
7,3,1,1
7,4,1,1
7,5,1,1
7,5,2,1
7,6,2,1
7,7,2,1
7,8,2,1
7,8,3,1
7,9,2,1
7,9,3,1
7,10,2,1
7,10,3,1
7,11,3,1
7,12,3,1
7,13,3,1
7,14,3,1
7,15,3,1
7,16,2,1
7,16,3,1
7,17,2,1
7,17,3,1
7,18,2,1
7,19,2,1
7,20,2,1
8,0,0,1
8,1,0,1
8,2,0,1
8,2,1,1
8,3,1,1
8,4,1,1
8,5,1,1
8,5,2,1
8,6,2,1
8,7,2,1
8,8,2,1
8,8,3,1
8,9,3,1
8,10,3,1
8,11,3,1
8,12,3,1
8,13,3,1
8,14,3,1
8,15,3,1
8,16,3,1
8,17,2,1
8,17,3,1
8,18,2,1
8,18,3,1
8,19,2,1
8,20,2,1
9,0,0,1
9,1,0,1
9,1,1,1
9,2,0,1
9,2,1,1
9,3,1,1
9,4,1,1
9,4,2,1
9,5,2,1
9,6,2,1
9,6,3,1
9,7,2,1
9,7,3,1
9,8,3,1
9,9,3,1
9,10,3,1
9,11,3,1
9,11,4,1
9,12,3,1
9,12,4,1
